# Wavelength Flux
8618.0000000000 2467.8667055557
8618.2500000000 2380.8767152100
8618.5000000000 2269.8655324129
8618.7500000000 2258.4684160611
8619.0000000000 2353.6991803675
8619.2500000000 2442.7526718361
8619.5000000000 2480.3228668383
8619.7500000000 2493.3299969567
8620.0000000000 2493.8120108241
8620.2500000000 2480.8291969433
8620.5000000000 2465.4957966016
8620.7500000000 2474.1529980652
8621.0000000000 2491.0495577580
8621.2500000000 2499.5423109672
8621.5000000000 2496.8483394894
8621.7500000000 2496.7165285843
8622.0000000000 2500.0737918568
8622.2500000000 2504.6752138781
8622.5000000000 2503.7980866567
8622.7500000000 2506.2894866259
8623.0000000000 2504.2664480655
8623.2500000000 2481.7804986425
8623.5000000000 2413.8085768137
8623.7500000000 2296.7857814568
8624.0000000000 2244.1672403996
8624.2500000000 2318.2823643481
8624.5000000000 2423.8948489286
8624.7500000000 2477.5674689752
8625.0000000000 2487.2661735494
8625.2500000000 2484.9560624429
8625.5000000000 2490.3578478639
8625.7500000000 2497.4043207055
8626.0000000000 2506.0630258723
8626.2500000000 2507.6972200842
8626.5000000000 2506.5424227586
8626.7500000000 2504.9871773190
8627.0000000000 2505.1666067909
8627.2500000000 2507.7513775805
8627.5000000000 2509.0985746212
8627.7500000000 2506.3710152424
8628.0000000000 2505.1063150583
8628.2500000000 2497.1303840993
8628.5000000000 2484.0137996760
8628.7500000000 2470.8428826811
8629.0000000000 2475.8983874751
8629.2500000000 2485.6090477248
8629.5000000000 2496.5964640899
8629.7500000000 2499.3734297650
8630.0000000000 2498.6005871736
8630.2500000000 2498.5972355545
8630.5000000000 2499.0560290037
8630.7500000000 2499.9997103790
8631.0000000000 2497.4430791224
8631.2500000000 2486.1244808385
8631.5000000000 2476.9323092668
8631.7500000000 2476.7321152086
8632.0000000000 2484.9478663779
8632.2500000000 2492.6941605009
8632.5000000000 2497.5633328230
8632.7500000000 2499.6485906217
8633.0000000000 2503.2398853660
8633.2500000000 2501.3191900849
8633.5000000000 2496.0637773039
8633.7500000000 2489.8845860550
8634.0000000000 2480.1634274772
8634.2500000000 2452.0181042805
8634.5000000000 2401.9145417872
8634.7500000000 2365.1596635681
8635.0000000000 2386.6555089600
8635.2500000000 2431.6591821787
8635.5000000000 2462.3237315380
8635.7500000000 2470.3047483204
8636.0000000000 2464.1735558058
8636.2500000000 2451.7608543954
8636.5000000000 2445.0856656975
8636.7500000000 2455.2626378837
8637.0000000000 2468.5246113512
8637.2500000000 2480.5061043471
8637.5000000000 2486.1928440603
8637.7500000000 2495.2915785715
8638.0000000000 2498.2921451862
8638.2500000000 2494.7632573474
8638.5000000000 2487.4562546230
8638.7500000000 2483.7321341162
8639.0000000000 2477.0171551115
8639.2500000000 2471.4123700960
8639.5000000000 2473.7971883573
8639.7500000000 2486.9020455211
8640.0000000000 2491.1970301638
8640.2500000000 2493.0440691116
8640.5000000000 2491.4994746478
8640.7500000000 2491.8506256674
8641.0000000000 2492.3188558131
8641.2500000000 2493.5135490547
8641.5000000000 2493.0730632582
8641.7500000000 2489.3854088133
8642.0000000000 2486.4706630736
8642.2500000000 2489.2658329839
8642.5000000000 2492.2387702037
8642.7500000000 2494.0648529616
8643.0000000000 2493.8558963294
8643.2500000000 2492.6594062968
8643.5000000000 2489.1349367890
8643.7500000000 2478.7161114374
8644.0000000000 2471.0840865443
8644.2500000000 2464.3004188811
8644.5000000000 2463.8420655489
8644.7500000000 2468.9322708763
8645.0000000000 2473.2058873539
8645.2500000000 2469.8281178035
8645.5000000000 2466.4551369174
8645.7500000000 2468.8052635410
8646.0000000000 2477.3267112060
8646.2500000000 2480.2466200095
8646.5000000000 2480.1389982988
8646.7500000000 2481.8369479376
8647.0000000000 2484.4489270406
8647.2500000000 2486.5429147355
8647.5000000000 2485.7369016464
8647.7500000000 2482.3189883964
8648.0000000000 2481.1065493868
8648.2500000000 2475.6670668162
8648.5000000000 2466.5023167624
8648.7500000000 2462.6749624191
8649.0000000000 2468.2852413771
8649.2500000000 2470.6389067820
8649.5000000000 2468.1741115915
8649.7500000000 2463.8176467450
8650.0000000000 2446.4853353048
8650.2500000000 2402.7846166414
8650.5000000000 2310.1146422816
8650.7500000000 2216.4683759195
8651.0000000000 2227.0179366845
8651.2500000000 2322.2858377121
8651.5000000000 2402.9260673934
8651.7500000000 2434.5891337946
8652.0000000000 2444.3498158099
8652.2500000000 2448.7090770602
8652.5000000000 2453.2231033004
8652.7500000000 2458.6374218449
8653.0000000000 2458.6655796061
8653.2500000000 2454.4011089425
8653.5000000000 2450.4247254509
8653.7500000000 2452.1525394665
8654.0000000000 2450.1141818899
8654.2500000000 2436.3291757444
8654.5000000000 2408.7557960784
8654.7500000000 2387.3536380927
8655.0000000000 2389.9470667813
8655.2500000000 2413.5790142483
8655.5000000000 2431.5384701744
8655.7500000000 2434.0535774983
8656.0000000000 2428.2444428478
8656.2500000000 2418.2964892108
8656.5000000000 2404.8234345656
8656.7500000000 2392.5454301309
8657.0000000000 2392.1304955992
8657.2500000000 2396.3459469885
8657.5000000000 2397.3387585595
8657.7500000000 2396.3425313910
8658.0000000000 2393.0835078096
8658.2500000000 2389.1872084025
8658.5000000000 2380.5664273951
8658.7500000000 2365.4719535502
8659.0000000000 2350.6533415395
8659.2500000000 2339.8719881361
8659.5000000000 2328.1562559744
8659.7500000000 2312.5199634945
8660.0000000000 2300.7226713218
8660.2500000000 2286.2621965554
8660.5000000000 2268.4849374870
8660.7500000000 2245.0979767625
8661.0000000000 2215.8917324439
8661.2500000000 2183.3400446290
8661.5000000000 2149.6980680470
8661.7500000000 2108.0250720649
8662.0000000000 2063.0788531744
8662.2500000000 2008.2172368774
8662.5000000000 1942.4298348905
8662.7500000000 1871.6631389411
8663.0000000000 1788.6426254433
8663.2500000000 1696.7773531996
8663.5000000000 1586.9661469018
8663.7500000000 1445.4894006769
8664.0000000000 1256.8598163922
8664.2500000000 1067.0359881147
8664.5000000000 995.4893191868
8664.7500000000 1093.8938838286
8665.0000000000 1275.2858915541
8665.2500000000 1440.5028202641
8665.5000000000 1568.4247273450
8665.7500000000 1666.3985745730
8666.0000000000 1748.0347930001
8666.2500000000 1833.0052056790
8666.5000000000 1917.6086091210
8666.7500000000 1991.7565363160
8667.0000000000 2046.8348339708
8667.2500000000 2091.7620790311
8667.5000000000 2135.0142968148
8667.7500000000 2169.6715662559
8668.0000000000 2204.8064488341
8668.2500000000 2232.7315045871
8668.5000000000 2256.5082916352
8668.7500000000 2274.1716441381
8669.0000000000 2290.5248572597
8669.2500000000 2293.2808304004
8669.5000000000 2288.1430929124
8669.7500000000 2288.1149277043
8670.0000000000 2310.2779993535
8670.2500000000 2332.6438115300
8670.5000000000 2331.7565078027
8670.7500000000 2326.4263049046
8671.0000000000 2328.0641843597
8671.2500000000 2346.3447987859
8671.5000000000 2372.1403866416
8671.7500000000 2394.6744856066
8672.0000000000 2403.8847813638
8672.2500000000 2403.2741697764
8672.5000000000 2392.3620785441
8672.7500000000 2384.2392715465
8673.0000000000 2377.8434643036
8673.2500000000 2376.1182381561
8673.5000000000 2379.5170088511
8673.7500000000 2373.8524919761
8674.0000000000 2344.3738536419
8674.2500000000 2321.1329252996
8674.5000000000 2343.2535290509
8674.7500000000 2390.1088622530
8675.0000000000 2421.1248644289
8675.2500000000 2432.7030306357
8675.5000000000 2435.1612347990
8675.7500000000 2433.4884453137
8676.0000000000 2421.0985659314
8676.2500000000 2407.4147431652
8676.5000000000 2359.8960494514
8676.7500000000 2238.3535048755
8677.0000000000 2092.0808291564
8677.2500000000 2070.0848196821
8677.5000000000 2176.8508038405
8677.7500000000 2280.9579066384
8678.0000000000 2352.3230516299
8678.2500000000 2410.3396754439
8678.5000000000 2442.6299004211
8678.7500000000 2455.5253883813
8679.0000000000 2459.9396502488
8679.2500000000 2460.0725236345
8679.5000000000 2464.6487441842
8679.7500000000 2460.9159479174
8680.0000000000 2458.3258415156
8680.2500000000 2458.7777741157
8680.5000000000 2462.0130695096
8680.7500000000 2453.7949198648
8681.0000000000 2437.9962390195
8681.2500000000 2416.3157384577
8681.5000000000 2398.6806643366
8681.7500000000 2360.5913615365
8682.0000000000 2292.2374034185
8682.2500000000 2230.5555511923
8682.5000000000 2213.0380919211
8682.7500000000 2252.5644552412
8683.0000000000 2313.5987629775
8683.2500000000 2364.8132265008
8683.5000000000 2412.2147821071
8683.7500000000 2443.5680311708
8684.0000000000 2455.7968224173
8684.2500000000 2452.2181785907
8684.5000000000 2447.8161755895
8684.7500000000 2438.6838318665
8685.0000000000 2422.3321730791
8685.2500000000 2401.8026003744
8685.5000000000 2400.9379844431
8685.7500000000 2422.5349459079
8686.0000000000 2444.1035465997
8686.2500000000 2448.4002064288
8686.5000000000 2449.8814431362
8686.7500000000 2455.2661919390
8687.0000000000 2461.3211475939
8687.2500000000 2467.3455421126
8687.5000000000 2466.5379304097
8687.7500000000 2465.5606963626
8688.0000000000 2457.8904442656
8688.2500000000 2435.7011145538
8688.5000000000 2398.3927434959
8688.7500000000 2374.8291665447
8689.0000000000 2380.1224473737
8689.2500000000 2402.6432615086
8689.5000000000 2417.4331885719
8689.7500000000 2411.1903577946
8690.0000000000 2382.0400943985
8690.2500000000 2299.0270086716
8690.5000000000 2105.5657418682
8690.7500000000 1826.2711054333
8691.0000000000 1668.1458195894
8691.2500000000 1798.6862783648
8691.5000000000 2064.5786521541
8691.7500000000 2230.9962988163
8692.0000000000 2252.5852721213
8692.2500000000 2240.0204952831
8692.5000000000 2292.3628572281
8692.7500000000 2376.6848116456
8693.0000000000 2434.8115250208
8693.2500000000 2454.9236212107
8693.5000000000 2458.2099141993
8693.7500000000 2462.2707130170
8694.0000000000 2459.3095067021
8694.2500000000 2450.9384073378
8694.5000000000 2435.8311474560
8694.7500000000 2429.7864274663
8695.0000000000 2436.8907540733
8695.2500000000 2448.7200496280
8695.5000000000 2453.0445766733
8695.7500000000 2455.9134129937
8696.0000000000 2442.6990778182
8696.2500000000 2429.8690850507
8696.5000000000 2412.2717856169
8696.7500000000 2395.0516578535
8697.0000000000 2383.6576786250
8697.2500000000 2400.3929036997
8697.5000000000 2428.2902926395
8697.7500000000 2448.7322231551
8698.0000000000 2459.1584558330
8698.2500000000 2464.1439364969
8698.5000000000 2462.7087900321
8698.7500000000 2463.5442613792
8699.0000000000 2466.2940461312
8699.2500000000 2462.0000893044
8699.5000000000 2458.2377029511
8699.7500000000 2459.3928847913
8700.0000000000 2463.6169330016
8700.2500000000 2461.2657685710
8700.5000000000 2450.5518120762
8700.7500000000 2420.9357481467
8701.0000000000 2378.1491130889
8701.2500000000 2336.3376987085
8701.5000000000 2265.1620490859
8701.7500000000 2198.9618402250
8702.0000000000 2228.7287562985
8702.2500000000 2339.9547597522
8702.5000000000 2424.2169551249
8702.7500000000 2449.9519289203
8703.0000000000 2443.6809152397
8703.2500000000 2426.0900729808
8703.5000000000 2420.6346052216
8703.7500000000 2435.4156321045
8704.0000000000 2453.5715545461
8704.2500000000 2459.9001150827
8704.5000000000 2457.1481465365
8704.7500000000 2446.8447507874
8705.0000000000 2434.4070119034
8705.2500000000 2415.2608538912
8705.5000000000 2392.4365913500
8705.7500000000 2372.5895639189
8706.0000000000 2374.6906510581
8706.2500000000 2401.6534979248
8706.5000000000 2435.3848523957
8706.7500000000 2454.1046172698
8707.0000000000 2458.6965916843
8707.2500000000 2462.5713750796
8707.5000000000 2461.8932837651
8707.7500000000 2460.6488668261
8708.0000000000 2460.8812787456
8708.2500000000 2462.8314261186
8708.5000000000 2463.1644115217
8708.7500000000 2460.7878900409
8709.0000000000 2452.8246103871
8709.2500000000 2448.1454795759
8709.5000000000 2448.4459603983
8709.7500000000 2450.5104943053
8710.0000000000 2448.0774382169
8710.2500000000 2442.1808189850
8710.5000000000 2440.1297175972
8710.7500000000 2447.7948675676
8711.0000000000 2452.2535807811
8711.2500000000 2450.9763862834
8711.5000000000 2443.8406883297
8711.7500000000 2434.4291323702
8712.0000000000 2410.1681268313
8712.2500000000 2334.8590389656
8712.5000000000 2225.9420933297
8712.7500000000 2176.0890254389
8713.0000000000 2251.7262811616
8713.2500000000 2366.7731353394
8713.5000000000 2433.5258238531
8713.7500000000 2451.9167360052
8714.0000000000 2450.9558754616
8714.2500000000 2436.4116588278
8714.5000000000 2397.5817229921
8714.7500000000 2322.1263797032
8715.0000000000 2225.0649467776
8715.2500000000 2147.3003707999
8715.5000000000 2125.7603985413
8715.7500000000 2196.6408419469
8716.0000000000 2322.4965720785
8716.2500000000 2407.3027422000
8716.5000000000 2438.4526306725
8716.7500000000 2451.2250694187
8717.0000000000 2458.8092148506
8717.2500000000 2459.2347131509
8717.5000000000 2460.3997837259
8717.7500000000 2459.1626200255
8718.0000000000 2455.9729334699
8718.2500000000 2456.0282363832
8718.5000000000 2453.4683779982
8718.7500000000 2451.3958264260
8719.0000000000 2445.5279428897
8719.2500000000 2438.5146600345
8719.5000000000 2409.2199056861
8719.7500000000 2330.9550679486
8720.0000000000 2216.6527652926
8720.2500000000 2169.4747871945
8720.5000000000 2242.3091793653
8720.7500000000 2347.3526421297
8721.0000000000 2406.9680887346
8721.2500000000 2426.9060087543
8721.5000000000 2438.4049658854
8721.7500000000 2440.3490290388
8722.0000000000 2440.9502489338
8722.2500000000 2445.8174020700
8722.5000000000 2450.1989795623
8722.7500000000 2452.2913235903
8723.0000000000 2450.5730986862
8723.2500000000 2450.6682603732
8723.5000000000 2452.2234982685
8723.7500000000 2456.1045911962
8724.0000000000 2458.2409584020
8724.2500000000 2458.8221258802
8724.5000000000 2458.5857251580
8724.7500000000 2454.1568245044
8725.0000000000 2448.3921555991
8725.2500000000 2447.8489759213
8725.5000000000 2451.2167936773
8725.7500000000 2454.5672286619
8726.0000000000 2449.7635310547
8726.2500000000 2437.1359717039
8726.5000000000 2430.6052443984
8726.7500000000 2431.2255558927
8727.0000000000 2432.5234284750
8727.2500000000 2434.1310489297
8727.5000000000 2435.1622633737
8727.7500000000 2438.7511672635
8728.0000000000 2441.0517194572
8728.2500000000 2442.9455611869
8728.5000000000 2448.4451327397
8728.7500000000 2448.5699882872
8729.0000000000 2447.0154105109
8729.2500000000 2445.7156831582
8729.5000000000 2436.7992727386
8729.7500000000 2416.3195033343
8730.0000000000 2359.1841512467
8730.2500000000 2283.9656400373
8730.5000000000 2262.7629953395
8730.7500000000 2311.3991976814
8731.0000000000 2356.5349473096
8731.2500000000 2356.7029297045
8731.5000000000 2346.8040584630
8731.7500000000 2367.4978115726
8732.0000000000 2410.8437690784
8732.2500000000 2434.2883587155
8732.5000000000 2442.0842125839
8732.7500000000 2443.3845568643
8733.0000000000 2439.6130428710
8733.2500000000 2435.6681320713
8733.5000000000 2434.3989919593
8733.7500000000 2441.1571623124
8734.0000000000 2446.6124240700
8734.2500000000 2450.2860769023
8734.5000000000 2450.7369447999
8734.7500000000 2451.1505655077
8735.0000000000 2450.5634191551
8735.2500000000 2448.9440434846
8735.5000000000 2445.9166299968
8735.7500000000 2444.9784886039
8736.0000000000 2445.8210749867
8736.2500000000 2446.7295421515
8736.5000000000 2439.1610888891
8736.7500000000 2425.2606781748
8737.0000000000 2408.7055249488
8737.2500000000 2403.7851350554
8737.5000000000 2391.0692054937
8737.7500000000 2338.7364721679
8738.0000000000 2212.8574760493
8738.2500000000 2063.1812597595
8738.5000000000 2028.6586069352
8738.7500000000 2150.2423563151
8739.0000000000 2296.7964367766
8739.2500000000 2375.5070433423
8739.5000000000 2395.4017658882
8739.7500000000 2403.7304464294
8740.0000000000 2419.1790702485
8740.2500000000 2434.5398162657
8740.5000000000 2440.5367077809
8740.7500000000 2440.8961754312
8741.0000000000 2438.0856914567
8741.2500000000 2440.1197299865
8741.5000000000 2443.4700273509
8741.7500000000 2448.5985282016
8742.0000000000 2449.3466477393
8742.2500000000 2445.5398393118
8742.5000000000 2439.9611473061
8742.7500000000 2423.0693324264
8743.0000000000 2382.9684143287
8743.2500000000 2350.2207256290
8743.5000000000 2363.4789280365
8743.7500000000 2398.6183971863
8744.0000000000 2415.0373754046
8744.2500000000 2384.3897627295
8744.5000000000 2300.9115396825
8744.7500000000 2215.3811331858
8745.0000000000 2231.0620899399
8745.2500000000 2326.2218472074
8745.5000000000 2402.7010536376
8745.7500000000 2427.0637016705
8746.0000000000 2428.4845943245
8746.2500000000 2431.4264443533
8746.5000000000 2435.2695009079
8746.7500000000 2439.8115706932
8747.0000000000 2439.5966335687
8747.2500000000 2433.7026900948
8747.5000000000 2429.6783056166
8747.7500000000 2424.1246506381
8748.0000000000 2420.8457267278
8748.2500000000 2427.0151378525
8748.5000000000 2434.8844501950
8748.7500000000 2437.4199143203
8749.0000000000 2430.5819920299
8749.2500000000 2413.4154925169
8749.5000000000 2383.0346199122
8749.7500000000 2352.6428934303
8750.0000000000 2361.2668954582
8750.2500000000 2398.0159487112
8750.5000000000 2421.7575071738
8750.7500000000 2424.1345461290
8751.0000000000 2420.8248454463
8751.2500000000 2420.6627566820
8751.5000000000 2419.5711600147
8751.7500000000 2420.9742789438
8752.0000000000 2419.1100757928
8752.2500000000 2412.8031440656
8752.5000000000 2408.7664524734
8752.7500000000 2403.8872303955
8753.0000000000 2403.9061273292
8753.2500000000 2389.0612223488
8753.5000000000 2371.2334514931
8753.7500000000 2339.0167341345
8754.0000000000 2270.1224369679
8754.2500000000 2179.3030446421
8754.5000000000 2167.1694395974
8754.7500000000 2262.5975446585
8755.0000000000 2362.6510286361
8755.2500000000 2405.7911539346
8755.5000000000 2413.9902877502
8755.7500000000 2415.1200368199
8756.0000000000 2415.4382749984
8756.2500000000 2422.3365892236
8756.5000000000 2429.8192519734
8756.7500000000 2433.5596025356
8757.0000000000 2437.1718281092
8757.2500000000 2434.7938186812
8757.5000000000 2435.2138966936
8757.7500000000 2428.9116957262
8758.0000000000 2422.4078201949
8758.2500000000 2422.4717873760
8758.5000000000 2423.6091397697
8758.7500000000 2417.8375373920
8759.0000000000 2363.5552891074
8759.2500000000 2237.1561463838
8759.5000000000 2118.3521810533
8759.7500000000 2144.9855862568
8760.0000000000 2282.6722548498
8760.2500000000 2388.7653304369
8760.5000000000 2423.9080583245
8760.7500000000 2430.5660654937
8761.0000000000 2435.6427153193
8761.2500000000 2436.7888919429
8761.5000000000 2435.0737556759
8761.7500000000 2434.2287411075
8762.0000000000 2431.4421013539
8762.2500000000 2430.1619783679
8762.5000000000 2433.3127005537
8762.7500000000 2438.8922438345
8763.0000000000 2438.0391371735
8763.2500000000 2435.8776034851
8763.5000000000 2432.0717856354
8763.7500000000 2421.8557974809
8764.0000000000 2419.9763992571
8764.2500000000 2422.1071262183
8764.5000000000 2426.8967537567
8764.7500000000 2433.3774124452
8765.0000000000 2435.9848890982
8765.2500000000 2436.6757085408
8765.5000000000 2433.2724515928
8765.7500000000 2423.8490905641
8766.0000000000 2402.8666128685
8766.2500000000 2376.0190035408
8766.5000000000 2375.3325891989
8766.7500000000 2399.2173396143
8767.0000000000 2413.8134817403
8767.2500000000 2418.4981760882
8767.5000000000 2424.7939234312
8767.7500000000 2429.2010897195
8768.0000000000 2432.7885346175
8768.2500000000 2420.5469358729
8768.5000000000 2390.3907292169
8768.7500000000 2355.4179777056
8769.0000000000 2339.0987615576
8769.2500000000 2363.0871687396
8769.5000000000 2398.7669509924
8769.7500000000 2413.3905749998
8770.0000000000 2416.7121036312
8770.2500000000 2422.9244857839
8770.5000000000 2426.3772026465
8770.7500000000 2424.5218108328
8771.0000000000 2418.5211872400
8771.2500000000 2415.0551190288
8771.5000000000 2420.8478319270
8771.7500000000 2428.1390119794
8772.0000000000 2429.8059437471
8772.2500000000 2429.8192064207
8772.5000000000 2423.4566275055
8772.7500000000 2403.1708858892
8773.0000000000 2385.5782424692
8773.2500000000 2392.1032202407
8773.5000000000 2411.3245434428
8773.7500000000 2422.5392103828
8774.0000000000 2423.7409757125
8774.2500000000 2418.0572213352
8774.5000000000 2397.9994768285
8774.7500000000 2337.1499722327
8775.0000000000 2225.5414325418
8775.2500000000 2146.5561850189
8775.5000000000 2169.3620381015
8775.7500000000 2207.6263759349
8776.0000000000 2153.3205002811
8776.2500000000 2082.3787496342
8776.5000000000 2131.6727824910
8776.7500000000 2269.0401651457
8777.0000000000 2368.6409962625
8777.2500000000 2407.2662952650
8777.5000000000 2419.7489140264
8777.7500000000 2416.6015802795
8778.0000000000 2415.9532120086
8778.2500000000 2420.9346127292
8778.5000000000 2426.5962666395
8778.7500000000 2430.4340772348
8779.0000000000 2430.8864464775
8779.2500000000 2433.3133283910
8779.5000000000 2434.3072521976
8779.7500000000 2431.1257888350
8780.0000000000 2430.4148014663
8780.2500000000 2423.5634457194
8780.5000000000 2415.1935571942
8780.7500000000 2401.6095279723
8781.0000000000 2389.5379985473
8781.2500000000 2379.6053854445
8781.5000000000 2380.8131627811
8781.7500000000 2395.4600921470
8782.0000000000 2411.8982764814
8782.2500000000 2418.6439229719
8782.5000000000 2417.9567163414
8782.7500000000 2413.2674298767
8783.0000000000 2406.8400224406
8783.2500000000 2407.6995528336
8783.5000000000 2418.8448595705
8783.7500000000 2426.2310665743
8784.0000000000 2428.3941195079
8784.2500000000 2429.7334244726
8784.5000000000 2429.2762413692
8784.7500000000 2428.6423020609
8785.0000000000 2427.7870640651
8785.2500000000 2428.3190466922
8785.5000000000 2424.3741566699
8785.7500000000 2420.4616823320
8786.0000000000 2418.3606488037
8786.2500000000 2406.5633966686
8786.5000000000 2375.3386206758
8786.7500000000 2342.5712038218
8787.0000000000 2342.9749056474
8787.2500000000 2377.1243091537
8787.5000000000 2405.5293774627
8787.7500000000 2422.2550661249
8788.0000000000 2426.9982495386
8788.2500000000 2427.1948137005
8788.5000000000 2427.8567307611
8788.7500000000 2427.0873718044
8789.0000000000 2424.0212830334
8789.2500000000 2426.4132758558
8789.5000000000 2424.0928170459
8789.7500000000 2427.1955491141
8790.0000000000 2426.5897403094
8790.2500000000 2426.3616935780
8790.5000000000 2425.6104663815
8790.7500000000 2423.1913115247
8791.0000000000 2420.2104189526
8791.2500000000 2420.4688300438
8791.5000000000 2415.0909563464
8791.7500000000 2411.4100616473
8792.0000000000 2396.9306118114
8792.2500000000 2344.3733199213
8792.5000000000 2231.0112486419
8792.7500000000 2114.1931598345
8793.0000000000 2118.3002070573
8793.2500000000 2242.0297833679
8793.5000000000 2352.6629470466
8793.7500000000 2393.3071560185
8794.0000000000 2403.0732273128
8794.2500000000 2407.1752065807
8794.5000000000 2408.9255596996
8794.7500000000 2398.6498114295
8795.0000000000 2356.0180948418
8795.2500000000 2250.4098922444
8795.5000000000 2096.1394766688
8795.7500000000 2020.5447114416
8796.0000000000 2116.4526699266
8796.2500000000 2276.2205370266
8796.5000000000 2371.7559845988
8796.7500000000 2404.1767507852
8797.0000000000 2411.9482128026
8797.2500000000 2417.1991026316
8797.5000000000 2418.2767934386
8797.7500000000 2420.2000677405
8798.0000000000 2410.1179595934
8798.2500000000 2398.4624607508
8798.5000000000 2372.7466449917
8798.7500000000 2344.3487182958
8799.0000000000 2339.0608852379
8799.2500000000 2365.8745020166
8799.5000000000 2392.8342170629
8799.7500000000 2409.2098560552
8800.0000000000 2411.6269925144
8800.2500000000 2406.0920442101
8800.5000000000 2398.6199534158
8800.7500000000 2397.9227834187
8801.0000000000 2404.5507157320
8801.2500000000 2409.6220914307
8801.5000000000 2414.2416799808
8801.7500000000 2415.9830068609
8802.0000000000 2414.8456851220
8802.2500000000 2416.8571470789
8802.5000000000 2417.2939041972
8802.7500000000 2414.8409512146
8803.0000000000 2410.3934248057
8803.2500000000 2409.7325006181
8803.5000000000 2403.7026083899
8803.7500000000 2404.7862639924
8804.0000000000 2407.0422259885
8804.2500000000 2407.3905045461
8804.5000000000 2404.5285104597
8804.7500000000 2404.3039735707
8805.0000000000 2402.0399168968
8805.2500000000 2401.9618458549
8805.5000000000 2398.0436207701
8805.7500000000 2394.7502126711
8806.0000000000 2385.5217873746
8806.2500000000 2374.5563547990
8806.5000000000 2334.0691651590
8806.7500000000 2240.6154024448
8807.0000000000 2158.1501161118
8807.2500000000 2179.2168114203
8807.5000000000 2246.4028236126
8807.7500000000 2270.6245080475
8808.0000000000 2245.5368727864
8808.2500000000 2158.8674061909
8808.5000000000 1995.1781173506
8808.7500000000 1741.6892451874
8809.0000000000 1496.1151460981
8809.2500000000 1441.9025468485
8809.5000000000 1628.3074392464
8809.7500000000 1893.8686196359
8810.0000000000 2081.1295136848
8810.2500000000 2158.8852859129
8810.5000000000 2183.2304569649
8810.7500000000 2230.1378494709
8811.0000000000 2297.8964536788
8811.2500000000 2333.4388575732
8811.5000000000 2319.2296257472
8811.7500000000 2291.3555257601
8812.0000000000 2302.8275478299
8812.2500000000 2347.5475394831
8812.5000000000 2383.7497593571
8812.7500000000 2396.5981051528
8813.0000000000 2400.4299542998
8813.2500000000 2403.8367999254
8813.5000000000 2404.3901805823
8813.7500000000 2405.0884890233
8814.0000000000 2405.0487722209
8814.2500000000 2406.8203987897
8814.5000000000 2406.6931136030
8814.7500000000 2402.7677093532
8815.0000000000 2399.2562083381
8815.2500000000 2393.2637252230
8815.5000000000 2393.1461984820
8815.7500000000 2398.0603957157
8816.0000000000 2400.9797394871
8816.2500000000 2392.4197753139
8816.5000000000 2359.0657245317
8816.7500000000 2307.7363015086
8817.0000000000 2295.8929909290
8817.2500000000 2336.8953228591
8817.5000000000 2385.7176095448
8817.7500000000 2406.8561457658
8818.0000000000 2409.1528641457
8818.2500000000 2405.4256660990
8818.5000000000 2399.4657924631
8818.7500000000 2386.4485359608
8819.0000000000 2354.3288728603
8819.2500000000 2326.0702435704
8819.5000000000 2337.7079483777
8819.7500000000 2375.3528790104
8820.0000000000 2399.5880598260
8820.2500000000 2404.0254938750
8820.5000000000 2399.6229598031
8820.7500000000 2394.1620747032
8821.0000000000 2386.7778313643
8821.2500000000 2384.7704740009
8821.5000000000 2380.0628494284
8821.7500000000 2369.1342350993
8822.0000000000 2369.6333978760
8822.2500000000 2383.8567926814
8822.5000000000 2398.8211051258
8822.7500000000 2403.8944816693
8823.0000000000 2402.3740155231
8823.2500000000 2395.7682521160
8823.5000000000 2387.6023885654
8823.7500000000 2384.8827704473
8824.0000000000 2389.0407474705
8824.2500000000 2395.1538989822
8824.5000000000 2395.6436454342
8824.7500000000 2392.7828814061
8825.0000000000 2386.8262800272
8825.2500000000 2382.5267209366
8825.5000000000 2373.7396807686
8825.7500000000 2345.2016773629
8826.0000000000 2247.9503918529
8826.2500000000 2040.7230649309
8826.5000000000 1814.6827200478
8826.7500000000 1791.4078082900
8827.0000000000 1999.0140047661
8827.2500000000 2220.9682708818
8827.5000000000 2337.7002642143
8827.7500000000 2377.5272116343
8828.0000000000 2389.2312828144
8828.2500000000 2395.8784813581
8828.5000000000 2398.8958794895
8828.7500000000 2400.5704628373
8829.0000000000 2400.6760779167
8829.2500000000 2400.0512792451
8829.5000000000 2397.7796472836
8829.7500000000 2393.5708009317
8830.0000000000 2388.9945767212
8830.2500000000 2378.7842474242
8830.5000000000 2370.6381194726
8830.7500000000 2376.4647800374
8831.0000000000 2384.5461897956
8831.2500000000 2389.3189437513
8831.5000000000 2390.8545547393
8831.7500000000 2397.2983211579
8832.0000000000 2399.4277509505
8832.2500000000 2400.4709864569
8832.5000000000 2404.5173352101
8832.7500000000 2404.8678603609
8833.0000000000 2400.1097469116
8833.2500000000 2402.4426970236
8833.5000000000 2402.8010268130
8833.7500000000 2402.8111106379
8834.0000000000 2403.4876052235
8834.2500000000 2402.5674299647
8834.5000000000 2403.4452362983
8834.7500000000 2402.3178085202
8835.0000000000 2402.1118469612
8835.2500000000 2401.1918274894
8835.5000000000 2396.5230762353
8835.7500000000 2392.8069290264
8836.0000000000 2378.3954874499
8836.2500000000 2354.0432963420
